2;3453;7791293031019;1;01-03-2026
2;4231;7800007114525;0;01-07-2026
2;4613;7800007788672;1;01-07-2026
2;23401;7805633026082;0;01-07-2026
2;13748;4005800005541;0;01-07-2026
2;22229;7803504001077;1;01-07-2026
2;27009;7800060171244;1;01-07-2026
2;15141;4048846022653;1;01-07-2026
2;26282;8903726339039;0;01-07-2026
2;23542;3661434002502;0;01-07-2026
2;7851;7804610650104;1;01-07-2026
2;18178;7804622980589;0;01-07-2026
2;7418;7800070001678;1;01-07-2026
2;14185;7804653720406;1;01-08-2026
2;24413;7800059007400;1;01-08-2026
2;5266;7800026006979;0;01-08-2026
2;17850;7804650884712;1;01-08-2026
2;12424;8470001859853;0;01-08-2026
2;26413;7502221187100;0;01-08-2026
2;21947;5031413938326;0;01-08-2026
2;21948;5031413938388;0;01-08-2026
2;21939;5031413938296;0;01-08-2026
2;18295;7798140254485;0;01-08-2026
2;20627;7800057261026;1;01-08-2026
2;5181;7800023226103;0;01-08-2026
2;1369;5038483747773;0;01-08-2026
2;13074;7805633020455;1;01-08-2026
2;25287;7804948820170;1;01-08-2026
2;26125;7500435222037;1;01-08-2026
2;26385;7804918453360;1;01-08-2026
2;3852;7798140251910;0;01-08-2026
2;24130;731416392969;0;01-08-2026
2;16070;7809561400105;1;01-08-2026
2;21091;7804923025675;0;01-08-2026
2;17579;7800063312521;1;01-08-2026
2;8154;7804625951029;1;01-08-2026
2;6887;7800063001180;1;01-08-2026
2;12839;041554543698;0;01-08-2026
2;20726;7804650885870;0;01-08-2026
2;15955;4005900399953;0;01-08-2026
2;11942;7897930762145;0;01-08-2026
2;3932;7800004000340;1;01-08-2026
2;552;3000940449676;1;01-08-2026
2;25475;7804907994362;1;01-08-2026
2;17646;7800038045768;1;01-08-2026
2;26408;7795373001442;1;01-08-2026
2;24012;7703378009516;1;01-08-2026
2;26240;7703378549043;1;01-08-2026
2;23235;7804945018174;0;01-08-2026
2;15988;7702027047961;1;01-08-2026
2;6622;7800060041547;1;01-08-2026
2;25491;7804657350067;1;01-08-2026
2;20212;7798176420595;1;01-08-2026
2;6761;7800060146990;1;01-08-2026
2;26833;7804614932046;0;01-08-2026
2;865;3662042004667;1;01-08-2026
2;8591;7804669530013;1;01-08-2026
2;6551;7800060003651;1;01-09-2026
2;23407;7805357002294;1;01-09-2026
2;26411;7502221187780;0;01-09-2026
2;26417;7502221187773;1;01-09-2026
2;18677;7805633021766;1;01-09-2026
2;4540;7800007736369;0;01-09-2026
2;4345;7800007187833;7;01-09-2026
2;142;77954978;0;01-09-2026
2;4827;7800017052411;0;01-09-2026
2;6652;7800060116306;0;01-09-2026
2;18181;7803319004362;1;01-09-2026
2;17077;7800004005482;0;01-09-2026
2;11771;7800046005136;0;01-09-2026
2;13123;4005800109256;0;01-09-2026
2;6780;7800060403208;0;01-09-2026
2;11567;7809622000701;0;01-09-2026
